City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Lokosovo,RU,2022-09-22 17:08:46,61.1333,74.8167,40.5,57,8,12.3
289,Natal,BR,2022-09-22 17:08:46,-5.795,-35.2094,86.65,51,40,17.27
290,Salme,NP,2022-09-22 17:08:46,28.0369,85.0942,66.49,90,51,3.27
291,Balfour,ZA,2022-09-22 17:08:47,-26.6633,28.5902,61.36,29,0,4.07
292,Port Blair,IN,2022-09-22 17:08:47,11.6667,92.75,79.41,85,60,7.0
293,Mentougou,CN,2022-09-22 17:08:48,39.9392,116.0917,54.54,25,0,13.4
294,Sidi Ali,DZ,2022-09-22 17:08:49,36.0998,0.4206,73.54,58,0,16.17
295,Ancud,CL,2022-09-22 17:08:49,-41.8697,-73.8203,53.22,95,100,3.09
296,Maroantsetra,MG,2022-09-22 17:08:49,-15.4333,49.7333,69.93,86,41,6.44
297,Haapiti,PF,2022-09-22 17:08:50,-17.5667,-149.8667,74.93,73,8,16.17
298,Yecuatla,MX,2022-09-22 17:08:50,19.8667,-96.75,82.42,55,0,7.78
299,Hay River,CA,2022-09-22 17:08:50,60.8156,-115.7999,63.0,49,45,10.69
300,Morro Bay,US,2022-09-22 17:08:51,35.3658,-120.8499,79.99,60,0,5.99
301,Flinders,AU,2022-09-22 17:08:51,-34.5833,150.8552,60.19,92,100,4.0
302,Verkhovye,RU,2022-09-22 17:08:52,52.8119,37.2425,50.0,66,86,2.89
303,Alice Springs,AU,2022-09-22 17:08:52,-23.7,133.8833,54.95,44,0,0.0
304,Kirakira,SB,2022-09-22 17:08:53,-10.4544,161.9205,76.68,86,11,6.33
305,Bone,DE,2022-09-22 17:08:53,51.9669,12.1396,59.25,64,11,6.33
306,Sulangan,PH,2022-09-22 17:08:53,11.1373,123.7228,82.17,79,100,7.65
307,Bilibino,RU,2022-09-22 17:08:54,68.0546,166.4372,30.99,88,90,7.63
308,Ewa Beach,US,2022-09-22 17:08:54,21.3156,-158.0072,76.41,82,0,4.61
309,Klaksvik,FO,2022-09-22 17:09:54,62.2266,-6.589,52.72,83,17,16.8
310,Touros,BR,2022-09-22 17:09:55,-5.1989,-35.4608,84.38,57,9,14.81
311,Ilebo,CD,2022-09-22 17:09:55,-4.3167,20.5833,74.21,80,48,0.89
312,Mackenzie,CA,2022-09-22 17:09:55,55.2999,-123.1698,56.03,53,74,6.85
313,Barentu,ER,2022-09-22 17:09:56,15.1139,37.5928,81.63,48,30,5.7
314,Te Anau,NZ,2022-09-22 17:09:56,-45.4167,167.7167,40.86,94,48,0.78
315,Adelanto,US,2022-09-22 17:09:06,34.5828,-117.4092,78.37,39,0,3.74
316,Koungou,YT,2022-09-22 17:09:57,-12.7336,45.2042,76.71,83,100,3.44
317,Lompoc,US,2022-09-22 17:09:57,34.6391,-120.4579,79.84,69,0,11.5
318,Sarandi,BR,2022-09-22 17:09:14,-23.4436,-51.8739,68.88,65,93,12.93
319,Bucerias,MX,2022-09-22 17:05:31,20.75,-105.3333,85.98,79,40,4.61
320,Puerto Quijarro,BO,2022-09-22 17:09:58,-17.7833,-57.7667,79.07,56,100,9.4
321,Poum,NC,2022-09-22 17:09:58,-20.2333,164.0167,75.34,71,96,12.93
322,Rundu,NA,2022-09-22 17:09:59,-17.9333,19.7667,77.05,6,1,4.0
323,Rosarito,MX,2022-09-22 17:09:59,32.3333,-117.0333,79.23,61,11,9.19
324,Bonavista,CA,2022-09-22 17:09:59,48.6499,-53.1147,56.55,95,99,22.5
325,Parchim,DE,2022-09-22 17:10:00,53.4263,11.8488,59.72,62,30,1.34
326,Muros,ES,2022-09-22 17:10:00,42.7762,-9.0603,67.84,79,82,5.75
327,Krzeszowice,PL,2022-09-22 17:10:00,50.1425,19.6322,52.39,87,20,4.61
328,Kattivakkam,IN,2022-09-22 17:10:01,13.2167,80.3167,89.69,69,89,10.25
329,Nemuro,JP,2022-09-22 17:10:01,43.3236,145.575,58.93,77,64,11.86
330,Freeport,US,2022-09-22 17:10:02,40.6576,-73.5832,73.09,90,100,23.02
331,Seydi,TM,2022-09-22 17:10:02,39.4816,62.9137,78.76,10,0,7.4
332,Guayaramerin,BO,2022-09-22 17:10:02,-10.8368,-65.3614,101.43,25,25,2.21
333,Tharad,IN,2022-09-22 17:10:03,24.3961,71.6267,82.94,65,43,17.43
334,Sandwick,GB,2022-09-22 17:10:03,60.0,-1.25,55.22,88,20,11.5
335,Jasper,US,2022-09-22 17:07:54,37.2001,-94.3502,59.88,85,100,8.05
336,Kavieng,PG,2022-09-22 17:10:04,-2.5744,150.7967,79.83,75,57,6.22
337,Maceio,BR,2022-09-22 17:06:39,-9.6658,-35.7353,85.44,65,75,14.97
338,Berestechko,UA,2022-09-22 17:10:04,50.3605,25.1107,48.0,87,100,5.12
339,Hambantota,LK,2022-09-22 17:10:05,6.1241,81.1185,80.56,77,94,15.97
340,Sibolga,ID,2022-09-22 17:10:08,1.7427,98.7792,74.73,75,87,3.4
341,Airai,TL,2022-09-22 17:10:08,-8.9266,125.4092,59.29,58,94,2.89
342,Leningradskiy,RU,2022-09-22 17:10:09,69.3833,178.4167,36.84,98,100,21.05
343,Coquimbo,CL,2022-09-22 17:10:09,-29.9533,-71.3436,65.93,45,0,12.66
344,Pisco,PE,2022-09-22 17:10:09,-13.7,-76.2167,66.25,68,0,8.05
345,Zuenoula,CI,2022-09-22 17:10:10,7.4292,-6.0431,81.09,85,51,2.19
346,Bathsheba,BB,2022-09-22 17:10:10,13.2167,-59.5167,88.41,70,20,14.97
347,Kurilsk,RU,2022-09-22 17:10:10,45.2333,147.8833,51.55,72,63,8.93
348,Namatanai,PG,2022-09-22 17:10:11,-3.6667,152.4333,77.29,81,17,2.89
349,Little Current,CA,2022-09-22 17:10:11,45.9793,-81.9248,52.41,66,100,20.89
350,Byron Bay,AU,2022-09-22 17:06:08,-28.65,153.6167,62.71,93,97,16.08
351,Atar,MR,2022-09-22 17:10:12,20.5169,-13.0499,97.72,31,87,13.33
352,Komsomolskiy,UZ,2022-09-22 17:10:12,40.4272,71.7189,72.32,37,0,4.61
353,Trincomalee,LK,2022-09-22 17:11:13,8.5711,81.2335,81.34,71,44,12.68
354,Coihaique,CL,2022-09-22 17:11:13,-45.5752,-72.0662,53.55,40,20,10.36
355,Mangrol,IN,2022-09-22 17:11:13,21.1167,70.1167,79.7,74,100,7.99
356,Kingsport,US,2022-09-22 17:10:56,36.5484,-82.5618,78.55,74,100,9.22
357,Miles City,US,2022-09-22 17:11:14,46.4083,-105.8406,58.17,72,20,13.8
358,Vostok,RU,2022-09-22 17:11:14,46.4856,135.8833,40.08,86,1,5.12
359,Shablykino,RU,2022-09-22 17:11:14,52.8566,35.1964,48.43,82,39,2.51
360,Conceicao Do Araguaia,BR,2022-09-22 17:09:50,-8.2578,-49.2647,100.15,23,51,10.49
361,Alexandria,EG,2022-09-22 17:11:15,31.2156,29.9553,78.48,66,0,14.94
362,Saint-Augustin,CA,2022-09-22 17:11:15,51.226,-58.6502,58.59,95,100,12.39
363,Stawell,AU,2022-09-22 17:11:16,-37.05,142.7667,53.73,95,95,3.31
364,Praya,CV,2022-09-22 17:11:16,14.9215,-23.5087,84.74,65,75,14.97
365,Stafford,GB,2022-09-22 17:08:32,52.8052,-2.1164,60.69,79,100,11.27
366,Granada,ES,2022-09-22 17:11:17,37.25,-3.25,76.95,44,78,6.46
367,Medea,DZ,2022-09-22 17:11:17,36.2642,2.7539,68.36,47,8,9.37
368,Karratha,AU,2022-09-22 17:11:18,-20.7377,116.8463,75.16,47,0,9.15
369,Geilo,NO,2022-09-22 17:11:18,60.5333,8.2076,51.39,78,100,10.2
370,Teknaf,BD,2022-09-22 17:11:18,20.8624,92.3058,80.02,85,69,2.26
371,Todos Santos,MX,2022-09-22 17:11:19,23.45,-110.2167,80.65,87,22,4.68
372,Mahebourg,MU,2022-09-22 17:11:20,-20.4081,57.7,72.25,83,75,12.66
373,Emerald,AU,2022-09-22 17:07:50,-23.5333,148.1667,59.34,67,0,7.67
374,Bayshore Gardens,US,2022-09-22 17:11:20,27.4253,-82.5904,93.24,58,20,6.91
375,Escanaba,US,2022-09-22 17:11:21,45.7453,-87.0646,53.94,72,92,8.01
376,Sitges,ES,2022-09-22 17:11:21,41.2351,1.8119,77.86,55,5,3.0
377,Dingle,PH,2022-09-22 17:11:21,10.9995,122.6711,76.68,89,100,2.08
378,Takab,IR,2022-09-22 17:11:22,36.4009,47.1133,64.56,42,69,5.66
379,Zemio,CF,2022-09-22 17:11:22,5.0314,25.1361,73.67,89,80,2.33
380,Salalah,OM,2022-09-22 17:11:23,17.0151,54.0924,80.69,89,75,6.91
381,Burns Lake,CA,2022-09-22 17:11:23,54.2331,-125.7533,47.62,53,56,4.92
382,Salinopolis,BR,2022-09-22 17:11:23,-0.6136,-47.3561,84.51,62,65,10.38
383,Acajutla,SV,2022-09-22 17:11:24,13.5928,-89.8275,79.02,84,100,8.34
384,Znamenka,RU,2022-09-22 17:11:24,52.4167,41.4311,56.14,63,100,5.66
385,Xichang,CN,2022-09-22 17:11:24,27.8964,102.2634,58.6,96,100,4.79
386,Colac,AU,2022-09-22 17:11:25,-38.3333,143.5833,54.18,96,100,3.74
387,Malinyi,TZ,2022-09-22 17:11:27,-8.9333,36.1333,80.38,34,36,3.2
388,Sisimiut,GL,2022-09-22 17:11:27,66.9395,-53.6735,37.47,98,100,2.35
389,Les Cayes,HT,2022-09-22 17:11:28,18.2,-73.75,86.77,63,68,10.96
390,Nayoro,JP,2022-09-22 17:11:28,44.3506,142.4578,50.22,95,100,2.19
391,Nalut,LY,2022-09-22 17:11:29,30.3333,10.85,96.62,14,84,12.73
392,Valparaiso,CL,2022-09-22 17:07:54,-33.0393,-71.6273,76.64,28,0,17.27
393,Nishihara,JP,2022-09-22 17:11:29,26.1842,127.7558,79.88,95,40,6.91
394,Novoagansk,RU,2022-09-22 17:12:30,61.9449,76.6625,40.93,64,22,16.67
395,Geraldton,AU,2022-09-22 17:12:30,-28.7667,114.6,50.41,93,0,6.91
396,Solwezi,ZM,2022-09-22 17:12:31,-12.1688,26.3894,74.62,30,12,4.47
397,Alta Floresta,BR,2022-09-22 17:12:31,-9.8756,-56.0861,84.79,49,99,1.61
398,Yenagoa,NG,2022-09-22 17:12:31,4.9247,6.2642,74.23,96,100,8.52
399,Saldanha,ZA,2022-09-22 17:12:15,-33.0117,17.9442,57.6,77,100,9.35
400,San Francisco,US,2022-09-22 17:12:32,37.7749,-122.4194,71.1,77,20,6.91
401,Hovd,MN,2022-09-22 17:12:32,48.0056,91.6419,52.68,34,1,1.52
402,Turukhansk,RU,2022-09-22 17:12:32,65.8167,87.9833,34.84,86,98,8.57
403,Praxedis Guerrero,MX,2022-09-22 17:12:33,31.3667,-106.0167,83.66,37,0,11.1
404,Kokopo,PG,2022-09-22 17:12:33,-4.352,152.2633,75.76,88,69,4.54
405,Bongandanga,CD,2022-09-22 17:11:24,1.5,21.05,73.33,93,83,4.23
406,Valkeala,FI,2022-09-22 17:12:33,60.9401,26.7979,46.8,71,40,4.61
407,Shepsi,RU,2022-09-22 17:12:34,44.0361,39.1489,63.75,85,59,7.76
408,Vanimo,PG,2022-09-22 17:12:34,-2.6741,141.3028,77.05,89,93,1.95
409,Sahuaripa,MX,2022-09-22 17:12:34,29.05,-109.2333,83.75,58,0,3.29
410,Marrakesh,MA,2022-09-22 17:10:57,31.6315,-8.0083,89.67,31,20,3.44
411,Quatre Cocos,MU,2022-09-22 17:12:35,-20.2078,57.7625,72.09,84,25,17.81
412,Beroroha,MG,2022-09-22 17:12:35,-21.6667,45.1667,80.64,35,3,8.46
413,Vila Franca Do Campo,PT,2022-09-22 17:12:36,37.7167,-25.4333,77.41,71,52,4.79
414,Hurghada,EG,2022-09-22 17:08:49,27.2574,33.8129,81.01,52,0,4.83
415,Inirida,CO,2022-09-22 17:12:36,3.8653,-67.9239,93.04,47,34,2.91
416,Bismarck,US,2022-09-22 17:09:17,46.8083,-100.7837,58.84,60,0,14.97
417,Ekhabi,RU,2022-09-22 17:12:37,53.5102,142.9671,45.9,85,77,8.5
418,Kalemie,CD,2022-09-22 17:12:37,-5.9475,29.1947,79.27,55,67,8.86
419,Baddomalhi,PK,2022-09-22 17:08:26,31.9928,74.6683,78.78,74,1,5.93
420,Pringsewu,ID,2022-09-22 17:12:38,-5.3582,104.9744,74.28,95,65,4.54
421,Biak,ID,2022-09-22 17:12:39,-0.9131,122.8766,75.16,85,100,3.85
422,Taywarah,AF,2022-09-22 17:12:39,33.35,64.4167,53.64,17,0,2.82
423,Dryden,CA,2022-09-22 17:12:40,49.7833,-92.7503,46.69,61,0,2.3
424,Nakamura,JP,2022-09-22 17:12:40,32.9833,132.9333,74.07,97,100,4.68
425,Talara,PE,2022-09-22 17:12:40,-4.5772,-81.2719,72.36,64,0,14.97
426,Richards Bay,ZA,2022-09-22 17:12:41,-28.783,32.0377,69.73,89,0,8.01
427,Kaset Sombun,TH,2022-09-22 17:12:41,16.2805,101.9542,73.44,97,100,3.18
428,Nurota,UZ,2022-09-22 17:12:41,40.5614,65.6886,74.53,16,0,8.01
429,Kupang,ID,2022-09-22 17:12:42,-10.1667,123.5833,77.09,82,18,5.93
430,Shache,CN,2022-09-22 17:12:42,38.4167,77.2406,70.72,28,1,2.13
431,Dali,CN,2022-09-22 17:12:43,25.7,100.1833,61.3,91,100,2.8
432,Ouango,CF,2022-09-22 17:11:24,4.3133,22.5552,72.66,97,73,3.91
433,Beya,RU,2022-09-22 17:12:43,53.0533,90.9139,56.55,55,81,7.23
434,San Alfonso,PH,2022-09-22 17:12:43,7.7803,126.4203,76.21,89,89,3.47
435,Igarka,RU,2022-09-22 17:12:44,67.4667,86.5833,32.85,89,88,5.17
436,Tessalit,ML,2022-09-22 17:12:44,20.1986,1.0114,101.57,11,83,12.15
437,Grand-Santi,GF,2022-09-22 17:12:44,4.25,-54.3833,97.11,31,19,3.89
438,Margate,GB,2022-09-22 17:12:45,51.3813,1.3862,63.7,65,100,4.0
439,Severodvinsk,RU,2022-09-22 17:12:45,64.5635,39.8302,42.91,73,100,5.37
440,Gasa,PS,2022-09-22 17:12:46,31.5,34.4667,76.87,58,0,5.59
441,Portland,US,2022-09-22 17:08:50,45.5234,-122.6762,65.44,79,100,7.0
442,Rudozem,BG,2022-09-22 17:12:46,41.4833,24.85,48.9,63,86,3.42
443,Kantemirovka,RU,2022-09-22 17:13:46,49.7089,39.8592,57.06,58,100,5.97
444,Kloulklubed,PW,2022-09-22 17:13:47,7.0419,134.2556,83.59,73,95,8.99
445,Kendari,ID,2022-09-22 17:13:47,-3.945,122.4989,72.84,96,99,3.29
446,Ulaanbaatar,MN,2022-09-22 17:13:47,47.9077,106.8832,26.73,80,0,2.24
447,Derzhavinsk,KZ,2022-09-22 17:13:48,51.1,66.3167,69.75,40,0,7.9
448,Namibe,AO,2022-09-22 17:13:48,-15.1961,12.1522,67.3,82,18,15.08
449,Olafsvik,IS,2022-09-22 17:13:48,64.8945,-23.7142,44.53,78,93,16.51
450,Cape Coast,GH,2022-09-22 17:13:49,5.1053,-1.2466,77.63,86,85,10.71
451,Jizan,SA,2022-09-22 17:13:49,17.3333,42.6667,91.71,52,54,7.05
452,Neiafu,TO,2022-09-22 17:13:49,-18.65,-173.9833,77.49,81,28,19.62
453,Bairiki,KI,2022-09-22 17:12:23,1.3292,172.9752,80.6,83,75,5.75
454,Tuy Hoa,VN,2022-09-22 17:13:50,13.0833,109.3,75.16,94,100,4.9
455,Maxixe,MZ,2022-09-22 17:13:50,-23.8597,35.3472,75.02,94,20,16.11
456,Altay,CN,2022-09-22 17:13:51,47.8667,88.1167,61.47,17,20,6.69
457,Terney,RU,2022-09-22 17:13:51,45.0503,136.6092,50.74,87,88,6.62
458,Ilave,PE,2022-09-22 17:13:51,-16.0833,-69.6667,59.04,20,23,12.71
459,Paciran,ID,2022-09-22 17:13:52,-6.8767,112.3761,80.24,80,81,5.37
460,Serebryanyy Bor,RU,2022-09-22 17:13:52,56.8,124.8,31.44,91,97,2.59
461,Camocim,BR,2022-09-22 17:13:52,-2.9022,-40.8411,88.16,55,32,16.22
462,Jerome,US,2022-09-22 17:13:54,42.7241,-114.5186,62.08,55,0,10.36
463,Maridi,SS,2022-09-22 17:13:54,4.9158,29.4742,67.53,97,100,4.88
464,Abu Samrah,SY,2022-09-22 17:13:40,35.3029,37.1841,72.68,57,0,16.37
465,Tilbury,GB,2022-09-22 17:13:56,51.4625,0.3586,66.43,65,100,9.75
466,Athens,GR,2022-09-22 17:10:49,37.9795,23.7162,66.52,58,40,8.05
467,Lazarev,RU,2022-09-22 17:13:56,52.225,141.5131,56.66,89,99,18.95
468,Campbell River,CA,2022-09-22 17:13:57,50.0163,-125.2446,62.46,67,75,5.75
469,Carrickfergus,GB,2022-09-22 17:13:57,54.7158,-5.8058,61.56,78,51,4.61
470,Srostki,RU,2022-09-22 17:13:57,52.4189,85.7022,57.85,48,9,4.59
471,Lusambo,CD,2022-09-22 17:13:58,-4.9667,23.45,75.45,79,89,2.04
472,Tigil,RU,2022-09-22 17:13:58,57.8,158.6667,41.88,67,16,25.61
473,Fuling,CN,2022-09-22 17:13:59,29.7022,107.3919,66.76,97,100,0.96
474,Mendi,PG,2022-09-22 17:13:59,-6.1761,143.6513,53.13,97,96,2.51
475,Amarillo,US,2022-09-22 17:12:38,35.222,-101.8313,67.03,69,100,8.05
476,Kintampo,GH,2022-09-22 17:13:59,8.0563,-1.7306,79.29,86,99,3.42
477,Florianopolis,BR,2022-09-22 17:14:00,-27.6146,-48.5012,76.62,67,20,14.97
478,Zaraysk,RU,2022-09-22 17:14:00,54.7653,38.8836,51.93,81,97,3.44
479,Aviles,ES,2022-09-22 17:14:00,43.5547,-5.9248,70.18,64,0,7.0
480,Puerto Escondido,MX,2022-09-22 17:11:52,15.85,-97.0667,83.23,61,75,5.75
481,Greeneville,US,2022-09-22 17:14:01,36.1632,-82.831,77.41,76,100,9.22
482,Dekar,BW,2022-09-22 17:14:01,-21.5333,21.9333,70.93,6,0,7.74
483,Hazorasp,UZ,2022-09-22 17:14:01,41.3194,61.0742,69.64,12,0,8.86
484,Carutapera,BR,2022-09-22 17:14:02,-1.195,-46.02,87.33,53,49,9.53
485,Bulgan,MN,2022-09-22 17:14:02,48.8125,103.5347,42.75,55,5,2.46
486,Huilong,CN,2022-09-22 17:14:03,31.8111,121.655,74.93,74,100,3.06
487,Mount Gambier,AU,2022-09-22 17:14:03,-37.8333,140.7667,44.51,100,75,0.0
488,Praia Da Vitoria,PT,2022-09-22 17:15:04,38.7333,-27.0667,82.65,65,20,5.61
489,Samarai,PG,2022-09-22 17:15:04,-10.6167,150.6667,79.38,83,89,12.39
490,Kargil,IN,2022-09-22 17:15:05,34.5667,76.1,56.16,40,73,7.45
491,Dir,PK,2022-09-22 17:15:06,35.2058,71.8756,66.42,76,0,4.09
492,Pachmarhi,IN,2022-09-22 17:15:07,22.4667,78.4333,65.93,93,92,5.08
493,Grand Gaube,MU,2022-09-22 17:15:07,-20.0064,57.6608,72.37,72,2,10.0
494,Iwanai,JP,2022-09-22 17:15:09,42.9744,140.5089,58.06,94,100,8.14
495,Avera,US,2022-09-22 17:15:10,33.194,-82.5271,91.54,36,0,9.06
496,Rebrikha,RU,2022-09-22 17:15:11,53.0733,82.3408,61.2,46,26,6.6
497,Labuhan,ID,2022-09-22 17:15:12,-6.8844,112.2051,79.18,81,87,6.17
498,Fukue,JP,2022-09-22 17:15:12,32.6881,128.8419,73.98,78,85,10.87
499,Basco,PH,2022-09-22 17:15:13,20.4487,121.9702,80.67,68,57,15.43
500,Katangli,RU,2022-09-22 17:15:14,51.7102,143.2326,47.62,90,73,4.36
501,Dombarovskiy,RU,2022-09-22 17:15:14,50.7587,59.5386,68.9,25,4,9.55
502,Esperance,AU,2022-09-22 17:11:07,-33.8667,121.9,48.56,68,14,8.61
503,Pederneiras,BR,2022-09-22 17:15:14,-22.3517,-48.775,69.58,73,91,10.54
504,Concepcion Del Oro,MX,2022-09-22 17:15:15,24.6333,-101.4167,66.97,46,0,3.91
505,Ballina,AU,2022-09-22 17:15:15,-28.8667,153.5667,62.78,99,99,19.04
506,Palma Gil,PH,2022-09-22 17:15:16,7.6422,125.6292,74.77,95,91,1.14
507,Oktyabrskoye,RU,2022-09-22 17:15:16,43.0645,44.7417,59.14,100,100,2.24
508,Horsham,GB,2022-09-22 17:10:24,51.064,-0.3272,65.26,69,0,9.22
509,Kabardinka,RU,2022-09-22 17:15:17,44.6514,37.9428,54.72,88,35,6.71
510,Lazdijai,LT,2022-09-22 17:15:17,54.2333,23.5167,51.24,74,94,7.27
511,Caucaia,BR,2022-09-22 17:15:18,-3.7361,-38.6531,87.75,70,20,19.57
512,Iquitos,PE,2022-09-22 17:15:18,-3.7481,-73.2472,91.44,66,75,6.91
513,Terrace,CA,2022-09-22 17:15:18,54.5163,-128.6035,58.1,69,34,3.13
514,Tuyen Quang,VN,2022-09-22 17:15:19,21.8233,105.2181,73.87,96,24,1.07
515,Tocopilla,CL,2022-09-22 17:15:19,-22.092,-70.1979,63.09,67,9,3.13
516,Vitim,RU,2022-09-22 17:15:19,59.4511,112.5578,37.8,98,100,7.67
517,Tomatlan,MX,2022-09-22 17:15:20,19.9333,-105.25,86.16,65,74,2.42
518,Molde,NO,2022-09-22 17:15:20,62.7375,7.1591,58.84,67,75,8.05
519,Baghdad,IQ,2022-09-22 17:13:39,33.3406,44.4009,91.31,22,0,9.22
520,Taoudenni,ML,2022-09-22 17:15:21,22.6783,-3.9836,103.26,20,31,15.1
521,Celestun,MX,2022-09-22 17:15:21,20.8667,-90.4,85.12,63,1,5.86
522,Itarema,BR,2022-09-22 17:15:21,-2.9248,-39.9167,86.68,54,37,18.75
523,Teguldet,RU,2022-09-22 17:15:22,57.3064,88.1667,53.2,74,92,13.2
524,Garachine,PA,2022-09-22 17:15:22,8.0647,-78.3628,82.2,76,67,8.12
525,Severnoye,RU,2022-09-22 17:15:23,56.3491,78.3619,51.15,76,77,8.48
526,Morant Bay,JM,2022-09-22 17:15:23,17.8815,-76.4093,89.22,66,93,7.4
527,Suchil,MX,2022-09-22 17:15:23,23.6333,-103.9167,71.76,41,0,7.31
528,Brae,GB,2022-09-22 17:15:24,60.3964,-1.353,54.66,87,0,14.76
529,Poronaysk,RU,2022-09-22 17:15:24,49.2167,143.1167,49.69,86,53,7.61
530,Goderich,CA,2022-09-22 17:15:25,43.7501,-81.7165,57.9,62,100,21.85
531,Tsogni,GA,2022-09-22 17:15:26,-2.7942,10.0988,77.09,80,65,9.22
532,Camargo,MX,2022-09-22 17:15:26,27.6667,-105.1667,80.13,42,0,5.46
533,Monrovia,LR,2022-09-22 17:15:27,6.3005,-10.7969,80.22,75,62,7.14
534,Narbonne,FR,2022-09-22 17:16:27,43.0833,2.8333,76.01,58,6,7.63
535,Manuk Mangkaw,PH,2022-09-22 17:16:27,4.8,119.85,83.84,70,100,3.85
536,Wilkie,CA,2022-09-22 17:16:28,52.4168,-108.7014,59.9,40,97,16.06
537,Codrington,AU,2022-09-22 17:16:29,-38.2667,141.9667,48.9,93,72,5.7
538,Mugan,CN,2022-09-22 17:16:29,35.9404,101.3842,51.3,69,100,6.2
539,Oshakati,NA,2022-09-22 17:16:29,-17.7833,15.6833,78.62,12,30,5.48
540,Beloha,MG,2022-09-22 17:16:30,-25.1667,45.05,75.6,55,0,8.48
541,Fare,PF,2022-09-22 17:16:30,-16.7,-151.0167,78.06,75,1,17.36
542,Masindi,UG,2022-09-22 17:16:31,1.6744,31.715,66.38,93,89,5.44
543,Bardiyah,LY,2022-09-22 17:16:31,31.7561,25.0865,76.44,61,0,13.13
544,College,US,2022-09-22 17:16:31,64.8569,-147.8028,39.58,96,100,4.61
545,Atambua,ID,2022-09-22 17:16:32,-9.1061,124.8925,72.72,86,69,4.85
546,Fuxin,CN,2022-09-22 17:16:32,42.0156,121.6589,50.07,84,92,7.18
